,Deck,Player,ID,Tournament,Date,Format,Size,Decklist,Deck Adjusted
233,Bant Spirits,Brokenwingss,2622526,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"1 Anafenza, Kin-Tree Spirit
3 Botanical Sanctum
4 Breeding Pool
1 Bygone Bishop
4 Collected Company
1 Dromoka's Command
4 Empyrean Eagle
3 Glacial Fortress
4 Hallowed Fountain
1 Hinterland Harbor
1 Island
4 Mausoleum Wanderer
2 Nebelgast Herald
1 Plains
3 Rattlechains
3 Selfless Spirit
2 Spectral Sailor
2 Spell Pierce
4 Spell Queller
1 Sunpetal Grove
4 Supreme Phantom
2 Temple Garden
1 Unbreakable Formation
3 Unclaimed Territory
1 Unsubstantiate

2 Authority of the Consuls
2 Deafening Silence
2 Deputy of Detention
1 Disdainful Stroke
1 Dovin's Veto
1 Failure/Comply
1 Heroic Intervention
1 Knight of Autumn
2 Mystical Dispute
2 Remorseful Cleric",Spirits
234,Boros Feather,Pavel_rep,2622517,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"1 Ajani's Presence
4 Battlefield Forge
3 Boros Charm
2 Clifftop Retreat
4 Defiant Strike
4 Dreadhorde Arcanist
4 Expedite
4 Favored Hoplite
4 Feather, the Redeemed
4 Gods Willing
4 Inspiring Vantage
4 Monastery Swiftspear
2 Mountain
2 Plains
4 Reckless Rage
4 Sacred Foundry
4 Tenth District Legionnaire
2 Titan's Strength

1 Ajani's Presence
3 Chandra's Defeat
2 Fry
2 Rest in Peace
2 Swift Justice
3 Wear/Tear
2 Wild Slash",
235,Burn,yunosuke02,2622531,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Battlefield Forge
4 Boros Charm
4 Eidolon of the Great Revel
4 Inspiring Vantage
4 Light Up the Stage
4 Lightning Strike
4 Monastery Swiftspear
7 Mountain
4 Sacred Foundry
1 Shock
4 Skewer the Critics
4 Soul-Scar Mage
4 Viashino Pyromancer
4 Wild Slash
4 Wizard's Lightning

4 Chained to the Rocks
1 Chandra, Acolyte of Flame
2 Rampaging Ferocidon
2 Rest in Peace
2 Scab-Clan Berserker
3 Searing Blood
1 Wear/Tear",
236,Dredgeless Dredge,triosk,2622523,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Blooming Marsh
4 Botanical Sanctum
4 Creeping Chill
2 Decimator of the Provinces
4 Gather the Pack
4 Grisly Salvage
4 Gurmag Angler
4 Haunted Dead
2 Llanowar Wastes
4 Narcomoeba
4 Overgrown Tomb
4 Prized Amalgam
4 Satyr Wayfinder
2 Scrapheap Scrounger
4 Stitcher's Supplier
1 Swamp
1 Urborg, Tomb of Yawgmoth
2 Watery Grave
2 Woodland Cemetery

2 Abrupt Decay
2 Damping Sphere
2 Driven/Despair
2 Fatal Push
3 Leyline of the Void
2 Reclamation Sage
2 Thoughtseize",
237,G,SAMURAIDRIVE,2622513,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Aspect of Hydra
4 Elvish Mystic
17 Forest
4 Ghalta, Primal Hunger
4 Hashep Oasis
4 Llanowar Elves
4 Lovestruck Beast
2 Rhonas the Indomitable
4 Scavenging Ooze
4 Steel Leaf Champion
4 Surrak, the Hunt Caller
3 Syr Faren, the Hengehammer
2 Yorvo, Lord of Garenbrig

4 Hunt the Hunter
4 Nylea's Disciple
3 Prey Upon
4 Vine Mare",Gx Stompy
238,Izzet Phoenix,GlimpseOfRandomness,2622529,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Arclight Phoenix
2 Brazen Borrower
4 Chart a Course
3 Island
4 Izzet Charm
3 Lightning Axe
3 Mountain
4 Opt
1 Quicken
3 Shivan Reef
4 Spirebluff Canal
4 Steam Vents
4 Strategic Planning
3 Sulfur Falls
2 The Royal Scions
4 Treasure Cruise
4 Wild Slash
4 Young Pyromancer

2 Anger of the Gods
2 Fry
1 Lightning Axe
1 Mizzium Mortars
3 Mystical Dispute
1 Narset, Parter of Veils
3 Negate
2 Saheeli, Sublime Artificer",
239,Izzet Phoenix,TATSUYAuw,2622521,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Arclight Phoenix
1 Brazen Borrower
4 Chart a Course
2 Crackling Drake
4 Island
4 Izzet Charm
4 Lightning Axe
2 Mountain
4 Opt
1 Quicken
3 Shivan Reef
4 Spirebluff Canal
4 Steam Vents
4 Strategic Planning
3 Sulfur Falls
4 Thing in the Ice
4 Treasure Cruise
4 Wild Slash

1 Aether Gust
1 Anger of the Gods
1 Ashiok, Dream Render
1 Chandra's Defeat
1 Chandra, Torch of Defiance
2 Disdainful Stroke
1 Fry
1 Lava Coil
2 Mystical Dispute
1 Narset, Parter of Veils
1 Niv-Mizzet, Parun
2 Young Pyromancer",
240,Izzet Phoenix,thefuryone987,2622516,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Arclight Phoenix
2 Brazen Borrower
4 Chart a Course
3 Island
4 Izzet Charm
4 Lightning Axe
3 Mountain
4 Opt
3 Shivan Reef
4 Spirebluff Canal
4 Steam Vents
4 Strategic Planning
3 Sulfur Falls
2 The Royal Scions
4 Treasure Cruise
4 Wild Slash
4 Young Pyromancer

2 Fry
2 Magma Spray
2 Mizzium Mortars
3 Mystical Dispute
2 Narset, Parter of Veils
2 Negate
2 Saheeli, Sublime Artificer",
241,Mono-Black Aggro,slowbro1,2622515,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"2 Aethersphere Harvester
4 Bloodsoaked Champion
2 Cast Down
3 Castle Locthwain
4 Dread Wanderer
4 Fatal Push
2 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
2 Rankle, Master of Pranks
4 Scrapheap Scrounger
16 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

3 Damping Sphere
3 Desecration Demon
2 Duress
4 Leyline of the Void
3 Ultimate Price",Bx Aggro
242,Mono-Green Ramp,tanastria,2622527,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Arboreal Grazer
1 Arch of Orazca
3 Blast Zone
4 Castle Garenbrig
3 Cavalier of Thorns
2 Elvish Mystic
4 Elvish Rejuvenator
12 Forest
2 Llanowar Elves
4 Nissa's Pilgrimage
3 Nissa, Who Shakes the World
3 Sanctum of Ugin
4 Shrine of the Forsaken Gods
3 Ugin, the Spirit Dragon
2 Ulamog, the Ceaseless Hunger
3 Walking Ballista
3 World Breaker

4 Damping Sphere
3 Lovestruck Beast
2 Scavenging Ooze
4 Spatial Contortion
2 Tireless Tracker",Gx Eldrazi Ramp
243,Mono-Green Stompy,ArctiCMooN,2622518,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Aspect of Hydra
4 Castle Garenbrig
4 Elvish Mystic
17 Forest
4 Ghalta, Primal Hunger
2 Gilded Goose
4 Llanowar Elves
4 Lovestruck Beast
2 Questing Beast
2 Rhonas the Indomitable
4 Steel Leaf Champion
3 Surrak, the Hunt Caller
4 The Great Henge
2 Yorvo, Lord of Garenbrig

2 Blossoming Defense
2 Hunt the Hunter
2 Mistcutter Hydra
2 Prowling Serpopard
3 Reclamation Sage
1 Roar of Challenge
3 Shifting Ceratops",Gx Stompy
244,Mono-Red Aggro,BrianK,2622520,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Bonecrusher Giant
3 Eidolon of the Great Revel
4 Ghitu Lavarunner
3 Light Up the Stage
4 Lightning Strike
4 Monastery Swiftspear
16 Mountain
4 Ramunap Ruins
4 Searing Blood
4 Soul-Scar Mage
2 Viashino Pyromancer
4 Wild Slash
4 Wizard's Lightning

1 Castle Embereth
4 Chandra, Torch of Defiance
4 Glorybringer
3 Goblin Chainwhirler
3 Mutavault",Rx Aggro
245,Mono-Red Aggro,Duggie12,2622532,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Bonecrusher Giant
2 Castle Embereth
2 Chandra, Torch of Defiance
2 Embercleave
3 Glorybringer
4 Goblin Chainwhirler
4 Goblin Rabblemaster
2 Kari Zev, Skyship Raider
4 Lightning Strike
16 Mountain
2 Mutavault
4 Ramunap Ruins
1 Shivan Reef
4 Soul-Scar Mage
2 Torbran, Thane of Red Fell
4 Wild Slash

2 Abrade
2 Chandra's Defeat
1 Chandra, Torch of Defiance
2 Fry
2 Mizzium Mortars
3 Scab-Clan Berserker
3 Tormod's Crypt",Rx Aggro
246,Mono-Red Aggro,Lilguy1991,2622524,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Bonecrusher Giant
2 Castle Embereth
3 Chandra, Torch of Defiance
1 Embercleave
4 Glorybringer
4 Goblin Rabblemaster
2 Kari Zev, Skyship Raider
2 Legion Warboss
4 Lightning Strike
16 Mountain
4 Mutavault
4 Ramunap Ruins
4 Soul-Scar Mage
2 Torbran, Thane of Red Fell
4 Wild Slash

3 Abrade
2 Fry
2 Mizzium Mortars
4 Scab-Clan Berserker
4 Tormod's Crypt",Rx Aggro
247,Mono-Red Aggro,ProfessorFrench,2622525,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Bonecrusher Giant
2 Castle Embereth
3 Chandra, Torch of Defiance
1 Embercleave
4 Glorybringer
4 Goblin Rabblemaster
2 Kari Zev, Skyship Raider
2 Legion Warboss
4 Lightning Strike
16 Mountain
4 Mutavault
4 Ramunap Ruins
4 Soul-Scar Mage
2 Torbran, Thane of Red Fell
4 Wild Slash

2 Abrade
1 Embercleave
2 Fry
2 Mizzium Mortars
4 Scab-Clan Berserker
4 Tormod's Crypt",Rx Aggro
248,Mono-Red Aggro,The_nayr,2622519,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Bonecrusher Giant
2 Castle Embereth
3 Chandra, Torch of Defiance
1 Embercleave
4 Glorybringer
4 Goblin Rabblemaster
2 Kari Zev, Skyship Raider
2 Legion Warboss
4 Lightning Strike
15 Mountain
4 Mutavault
4 Ramunap Ruins
1 Scavenger Grounds
4 Soul-Scar Mage
2 Torbran, Thane of Red Fell
4 Wild Slash

2 Abrade
1 Chandra's Defeat
1 Chandra, Awakened Inferno
2 Damping Sphere
2 Eldrazi Obligator
1 Embercleave
1 Mizzium Mortars
1 Roast
2 Scab-Clan Berserker
2 Tormod's Crypt",Rx Aggro
249,Mono-Red Aggro,fuya,2622533,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Bonecrusher Giant
2 Castle Embereth
3 Chandra, Torch of Defiance
4 Glorybringer
4 Goblin Rabblemaster
2 Kari Zev, Skyship Raider
4 Lightning Strike
15 Mountain
4 Mutavault
3 Rampaging Ferocidon
4 Ramunap Ruins
3 Rekindling Phoenix
4 Soul-Scar Mage
4 Wild Slash

2 Abrade
2 Chandra's Defeat
3 Damping Sphere
2 Fry
2 Roast
4 Tormod's Crypt",Rx Aggro
250,UB,bluesfan2,2622528,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"1 Blast Zone
2 Cast Down
1 Castle Locthwain
1 Castle Vantress
3 Censor
3 Dig Through Time
4 Drowned Catacomb
4 Fabled Passage
4 Fatal Push
1 Fetid Pools
2 Field of Ruin
4 Hieroglyphic Illumination
5 Island
2 Negate
4 Opt
1 Perilous Vault
4 Sinister Sabotage
1 Swamp
1 The Scarab God
1 Thoughtseize
3 Torrential Gearhulk
1 Urborg, Tomb of Yawgmoth
3 Vraska's Contempt
4 Watery Grave

1 Ashiok, Dream Render
3 Cry of the Carnarium
1 Dispel
1 Kalitas, Traitor of Ghet
2 Moment of Craving
1 Negate
2 Noxious Grasp
2 Summary Dismissal
1 Thought Distortion
1 Thoughtseize",UBx Control
251,WUBRG,McWinSauce,2622522,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Arboreal Grazer
1 Blast Zone
4 Botanical Sanctum
3 Breeding Pool
4 Dig Through Time
4 Fae of Wishes
1 Finale of Revelation
2 Forest
4 Growth Spiral
4 Hidden Strings
4 Lotus Field
2 Opt
4 Pore Over the Pages
1 Sheltered Thicket
2 Shimmer of Possibility
4 Sylvan Scrying
4 Temple of Mystery
4 Thespian's Stage
4 Vizier of Tumbling Sands

2 Anger of the Gods
1 Dissenter's Deliverance
1 Emrakul, the Promised End
1 Enter the Infinite
1 Fog
1 Hour of Revelation
1 Jace, Wielder of Mysteries
1 Lost Legacy
1 Omniscience
1 Return to Nature
3 Thought Distortion
1 Ugin, the Spirit Dragon",Lotus Combo
252,WUBRG,ruin000,2622530,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 Arboreal Grazer
4 Botanical Sanctum
4 Breeding Pool
4 Dig Through Time
3 Doublecast
4 Fae of Wishes
1 Finale of Revelation
2 Forest
4 Growth Spiral
4 Hidden Strings
4 Lotus Field
1 Omniscience
4 Pore Over the Pages
3 Strategic Planning
4 Sylvan Scrying
4 Temple of Mystery
4 Thespian's Stage
2 Vizier of Tumbling Sands

1 Anger of the Gods
1 Blast Zone
1 Enter the Infinite
1 Finale of Revelation
1 Fog
1 Grafdigger's Cage
1 Hour of Revelation
1 Jace, Wielder of Mysteries
3 Natural State
1 Omniscience
3 Thought Distortion",Lotus Combo
253,WUG,__matsugan,2622514,Pioneer Preliminary #12052944,1/2/2020,Pioneer,37,"4 All That Glitters
4 Aqueous Form
4 Bassara Tower Archer
4 Botanical Sanctum
4 Breeding Pool
4 Curious Obsession
4 Ethereal Armor
4 Fortified Village
4 Gladecover Scout
2 Gryff's Boon
4 Mana Confluence
3 Oppressive Rays
1 Sentinel's Mark
4 Sixth Sense
2 Stubborn Denial
4 Temple Garden
4 Unflinching Courage

2 Failure/Comply
1 Grafdigger's Cage
3 Leyline of Sanctity
1 Sentinel's Mark
4 Sheltering Light
4 Unsummon",Bogles
0,Mono-Black Aggro,brandi96,2626726,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Bloodsoaked Champion
4 Castle Locthwain
1 Dread Wanderer
4 Fatal Push
2 Grasp of Darkness
4 Gutterbones
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
4 Rankle, Master of Pranks
4 Scrapheap Scrounger
15 Swamp
4 Thoughtseize
1 Ultimate Price
1 Urborg, Tomb of Yawgmoth

2 Aethersphere Harvester
1 Disfigure
4 Duress
2 Kalitas, Traitor of Ghet
2 Liliana, the Last Hope
4 Noxious Grasp
",Bx Aggro
1,WBG,HamburgerJung,2626725,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Blooming Marsh
2 Collective Brutality
3 Forest
4 Gather the Pack
2 Gifted Aetherborn
4 Grisly Salvage
4 Lotleth Troll
4 Murderous Rider
2 Nullhide Ferox
4 Overgrown Tomb
3 Questing Beast
2 Rhonas the Indomitable
1 Samut, Voice of Dissent
4 Soulflayer
4 Swamp
4 Sylvan Caryatid
1 Urborg, Tomb of Yawgmoth
4 Woodland Cemetery
4 Zetalpa, Primal Dawn

2 Cry of the Carnarium
3 Fatal Push
2 Liliana, the Last Hope
2 Reclamation Sage
2 Scavenging Ooze
4 Thoughtseize
",
2,BG,floatius,2626735,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Blooming Marsh
4 Chord of Calling
4 Collected Company
4 Courser of Kruphix
4 Dwynen's Elite
4 Elvish Clancaller
4 Elvish Mystic
4 Elvish Visionary
6 Forest
4 Llanowar Elves
2 Llanowar Wastes
3 Mutavault
4 Nykthos, Shrine to Nyx
4 Overgrown Tomb
4 Shaman of the Pack
1 Temur Sabertooth

2 Fatal Push
1 Nylea's Disciple
1 Ravenous Chupacabra
1 Reclamation Sage
1 Scavenging Ooze
2 Shapers' Sanctuary
4 Thoughtseize
2 Vivien Reid
1 Whisperwood Elemental
",Elves
3,BR,Phill_Hellmuth,2626733,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"1 Angrath's Rampage
1 Angrath, the Flame-Chained
4 Blood Crypt
4 Bonecrusher Giant
3 Canyon Slough
3 Castle Locthwain
3 Chandra, Torch of Defiance
4 Dragonskull Summit
2 Dreadbore
4 Fatal Push
2 Field of Ruin
3 Glorybringer
2 Kalitas, Traitor of Ghet
2 Kolaghan's Command
1 Liliana, the Last Hope
4 Mountain
2 Murderous Rider
2 Rakdos's Return
3 Rekindling Phoenix
3 Swamp
3 Temple of Malice
4 Thoughtseize

1 Arguel's Blood Fast
1 Collective Brutality
1 Epic Downfall
3 Goblin Rabblemaster
2 Leyline of the Void
1 Magma Spray
2 Noxious Grasp
3 Scab-Clan Berserker
1 Transgress the Mind
",Rx Midrange
4,Burn,fj_rodman,2626727,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Battlefield Forge
4 Boros Charm
2 Eidolon of the Great Revel
4 Ghitu Lavarunner
4 Inspiring Vantage
4 Light Up the Stage
3 Lightning Strike
4 Monastery Swiftspear
7 Mountain
4 Sacred Foundry
4 Skewer the Critics
4 Soul-Scar Mage
4 Viashino Pyromancer
4 Wild Slash
4 Wizard's Lightning

4 Chained to the Rocks
2 Deflecting Palm
3 Rampaging Ferocidon
3 Searing Blood
1 Smash to Smithereens
2 Wear/Tear
",
5,Dredgeless Dredge,Icteridae,2626734,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Blooming Marsh
3 Botanical Sanctum
4 Creeping Chill
2 Decimator of the Provinces
2 Driven/Despair
4 Gather the Pack
4 Grisly Salvage
3 Gurmag Angler
3 Haunted Dead
3 Llanowar Wastes
4 Narcomoeba
4 Overgrown Tomb
4 Prized Amalgam
4 Satyr Wayfinder
2 Scrapheap Scrounger
4 Stitcher's Supplier
2 Swamp
3 Watery Grave
1 Woodland Cemetery

2 Abrupt Decay
3 Ashiok, Dream Render
2 Caustic Caterpillar
2 Damping Sphere
2 Fatal Push
2 Return to Nature
2 Thoughtseize
",
6,Gruul Aggro,30A,2626729,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"3 Blossoming Defense
4 Bonecrusher Giant
4 Burning-Tree Emissary
1 Domri, Anarch of Bolas
3 Embercleave
4 Experiment One
4 Forest
2 Game Trail
2 Ghor-Clan Rampager
4 Gruul Spellbreaker
3 Hashep Oasis
3 Hazoret the Fervent
4 Mountain
4 Pelt Collector
4 Rootbound Crag
4 Stomping Ground
4 Voltaic Brawler
3 Zhur-Taa Goblin

2 Alpine Moon
2 Chandra, Torch of Defiance
2 Destructive Revelry
2 Heroic Intervention
3 Lava Coil
2 Magma Spray
2 Scavenging Ooze
",Rx Aggro
7,Mono-Black Aggro,MATTHEWFOULKES,2626737,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Bloodsoaked Champion
4 Castle Locthwain
1 Dread Wanderer
4 Fatal Push
1 Grasp of Darkness
4 Gutterbones
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
4 Rankle, Master of Pranks
4 Scrapheap Scrounger
15 Swamp
4 Thoughtseize
2 Ultimate Price
1 Urborg, Tomb of Yawgmoth

2 Aethersphere Harvester
1 Disfigure
4 Duress
2 Kalitas, Traitor of Ghet
1 Legion's End
2 Liliana, the Last Hope
3 Noxious Grasp
",Bx Aggro
8,Mono-Black Vampires,Wolfie98,2626738,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Castle Locthwain
4 Champion of Dusk
4 Dusk Legion Zealot
4 Fatal Push
4 Gifted Aetherborn
1 Grasp of Darkness
3 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
4 Sorin, Imperious Bloodlord
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

2 Cry of the Carnarium
2 Davriel, Rogue Shadowmage
4 Duress
2 Epic Downfall
2 Grasp of Darkness
3 Noxious Grasp
",Bx Aggro
9,Mono-Green Ramp,Sixth,2626736,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Arboreal Grazer
1 Arch of Orazca
1 Blast Zone
4 Castle Garenbrig
3 Cavalier of Thorns
2 Elvish Mystic
4 Elvish Rejuvenator
11 Forest
2 Llanowar Elves
4 Nissa's Pilgrimage
2 Oblivion Sower
3 Radiant Fountain
3 Sanctum of Ugin
4 Shrine of the Forsaken Gods
3 Ugin, the Spirit Dragon
2 Ulamog, the Ceaseless Hunger
1 Ulvenwald Hydra
3 Walking Ballista
3 World Breaker

3 Damping Sphere
2 Perilous Vault
4 Spatial Contortion
3 Thought-Knot Seer
3 Tireless Tracker
",Gx Eldrazi Ramp
10,Mono-Red Aggro,JeremyMandel,2626732,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Bonecrusher Giant
2 Castle Embereth
3 Chandra, Torch of Defiance
1 Embercleave
4 Glorybringer
4 Goblin Rabblemaster
2 Kari Zev, Skyship Raider
2 Legion Warboss
4 Lightning Strike
16 Mountain
4 Mutavault
4 Ramunap Ruins
4 Soul-Scar Mage
2 Torbran, Thane of Red Fell
4 Wild Slash

2 Abrade
1 Embercleave
2 Fry
2 Mizzium Mortars
4 Scab-Clan Berserker
4 Tormod's Crypt
",Rx Aggro
11,Mono-Red Aggro,WrzoBuSeks,2626739,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Bomat Courier
4 Bonecrusher Giant
4 Eidolon of the Great Revel
4 Ghitu Lavarunner
4 Light Up the Stage
4 Lightning Strike
4 Monastery Swiftspear
16 Mountain
4 Ramunap Ruins
4 Soul-Scar Mage
4 Wild Slash
4 Wizard's Lightning

4 Damping Sphere
4 Experimental Frenzy
4 Roast
3 Searing Blood
",Rx Aggro
12,Ral Lotus Storm,Aardos,2626731,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Arboreal Grazer
1 Blast Zone
4 Botanical Sanctum
4 Breeding Pool
4 Dig Through Time
4 Fae of Wishes
2 Forest
4 Growth Spiral
4 Hidden Strings
4 Lotus Field
1 Omniscience
4 Opt
4 Pore Over the Pages
4 Sylvan Scrying
4 Temple of Mystery
4 Thespian's Stage
4 Vizier of Tumbling Sands

3 Anger of the Gods
1 Enter the Infinite
1 Hour of Revelation
1 Jace, Wielder of Mysteries
1 Lost Legacy
3 Natural State
1 Omniscience
3 Thought Distortion
1 Ugin, the Spirit Dragon
",Lotus Combo
13,Ral Lotus Storm,Boland,2626728,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Arboreal Grazer
1 Blast Zone
4 Botanical Sanctum
4 Breeding Pool
4 Dig Through Time
4 Fae of Wishes
1 Finale of Revelation
2 Forest
4 Growth Spiral
4 Hidden Strings
4 Lotus Field
1 Omniscience
4 Pore Over the Pages
3 Strategic Planning
4 Sylvan Scrying
4 Temple of Mystery
4 Thespian's Stage
4 Vizier of Tumbling Sands

1 Anger of the Gods
1 Emrakul, the Promised End
1 Enter the Infinite
1 Finale of Revelation
1 Fog
1 Grafdigger's Cage
1 Hour of Revelation
1 Jace, Wielder of Mysteries
1 Leyline of the Void
1 Lost Legacy
2 Mystical Dispute
1 Omniscience
1 Thought Distortion
1 Ugin, the Spirit Dragon
",Lotus Combo
14,UB,Xerk,2626730,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"1 Blast Zone
1 Castle Locthwain
2 Castle Vantress
3 Censor
2 Cry of the Carnarium
3 Dig Through Time
1 Drown in the Loch
4 Drowned Catacomb
3 Fabled Passage
4 Fatal Push
1 Fetid Pools
2 Field of Ruin
3 Hieroglyphic Illumination
4 Island
2 Negate
4 Opt
4 Sinister Sabotage
3 Swamp
1 The Scarab God
2 Thoughtseize
3 Torrential Gearhulk
3 Vraska's Contempt
4 Watery Grave

1 Disfigure
1 Dispel
1 Kalitas, Traitor of Ghet
2 Languish
1 Liliana, the Last Hope
1 Moment of Craving
1 Negate
2 Noxious Grasp
2 Summary Dismissal
1 Thought Distortion
1 Thoughtseize
1 Unmoored Ego
",UBx Control
15,Azorius Tempo,jaceconflenti,2626759,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"3 Archangel Avacyn
4 Brazen Borrower
1 Castle Ardenvale
1 Censor
3 Charming Prince
4 Gideon, Ally of Zendikar
4 Glacial Fortress
4 Hallowed Fountain
3 Irrigated Farmland
4 Island
5 Plains
3 Port Town
4 Reflector Mage
4 Selfless Spirit
4 Spell Queller
4 Teferi, Time Raveler
4 Thraben Inspector
1 Westvale Abbey

3 Arashin Cleric
3 Dovin's Veto
1 Linvala, the Preserver
2 Rest in Peace
1 Sphinx of the Final Word
3 Supreme Verdict
2 Surge of Righteousness
",
16,BG,Jaberwocki,2626747,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Abrupt Decay
4 Blooming Marsh
3 Courser of Kruphix
3 Fabled Passage
4 Fatal Push
7 Forest
2 Grim Flayer
3 Grisly Salvage
1 Ishkanah, Grafwidow
2 Murderous Rider
2 Nissa, Vastwood Seer
3 Nissa, Who Shakes the World
4 Overgrown Tomb
5 Swamp
4 Thoughtseize
3 Tireless Tracker
4 Traverse the Ulvenwald
1 Vraska's Contempt
1 Walking Ballista

2 Damping Sphere
3 Duress
1 Emrakul, the Promised End
2 Grim Flayer
4 Scavenging Ooze
1 Tireless Tracker
1 Vraska's Contempt
1 Vraska, Golgari Queen
",BGx Midrange
17,BR,jstihle,2626744,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"1 Angrath's Rampage
1 Angrath, the Flame-Chained
4 Blood Crypt
4 Bonecrusher Giant
3 Canyon Slough
3 Castle Locthwain
3 Chandra, Torch of Defiance
4 Dragonskull Summit
2 Dreadbore
4 Fatal Push
2 Field of Ruin
3 Glorybringer
2 Kalitas, Traitor of Ghet
2 Kolaghan's Command
1 Liliana, the Last Hope
4 Mountain
2 Murderous Rider
2 Rakdos's Return
3 Rekindling Phoenix
3 Swamp
3 Temple of Malice
4 Thoughtseize

1 Arguel's Blood Fast
1 Collective Brutality
1 Epic Downfall
3 Goblin Rabblemaster
2 Leyline of the Void
1 Magma Spray
2 Noxious Grasp
3 Scab-Clan Berserker
1 Transgress the Mind
",Rx Midrange
18,BRG,Sahakvic,2626760,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"2 Aether Hub
4 Bonecrusher Giant
3 Bristling Hydra
2 Chandra, Torch of Defiance
4 Domri's Ambush
1 Embercleave
5 Forest
4 Game Trail
4 Ghor-Clan Rampager
2 Glorybringer
4 Gruul Spellbreaker
4 Llanowar Elves
3 Mountain
4 Pelt Collector
4 Rootbound Crag
4 Stomping Ground
4 Voltaic Brawler
2 Wild Slash

2 Anger of the Gods
3 Destructive Revelry
3 Fry
1 Glorybringer
4 Leyline of the Void
2 Shifting Ceratops
",Rx Midrange
19,Blue-White Control,Klimczur,2626748,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Absorb
4 Azorius Charm
2 Blessed Alliance
3 Cast Out
2 Castle Ardenvale
2 Castle Vantress
2 Dig Through Time
1 Field of Ruin
1 Geier Reach Sanitarium
4 Glacial Fortress
4 Hallowed Fountain
6 Island
2 Jace, Architect of Thought
2 Narset, Parter of Veils
4 Opt
5 Plains
4 Supreme Verdict
2 Syncopate
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

2 Aether Gust
2 Devout Decree
3 Dovin's Veto
2 Lyra Dawnbringer
1 Mystical Dispute
1 Narset, Parter of Veils
2 Rest in Peace
2 Summary Dismissal
",UW Control
